序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态,id,错误信息,日期
287,上海外国语大学,教育部,上海,上海,,211,双一流,语言,本科,公办,,136,,2026/6/15
288,上海财经大学,教育部,上海,上海,,211,双一流,财经,本科,公办,,130,,2026/6/15
289,上海对外经贸大学,上海市,上海,上海,,,,财经,本科,公办,,318,年份=年份,2026/6/15
290,上海海关学院,海关总署,上海,上海,,,,0,本科,公办,,655,,2026/6/15
291,华东政法大学,上海市,上海,上海,,,,政法,本科,公办,,323,,2026/6/15
292,上海体育大学,上海市,上海,上海,,,,体育,本科,公办,,324,,2026/6/15
293,上海音乐学院,上海市,上海,上海,,,双一流,艺术,本科,公办,,326,,2026/6/15
294,上海戏剧学院,上海市,上海,上海,,,,艺术,本科,公办,,327,,2026/6/15
295,上海大学,上海市,上海,上海,,211,双一流,综合,本科,公办,,76,,2026/6/15
296,上海公安学院,上海市,上海,上海,,,,0,本科,公办,,3338,年份=年份,2026/6/15
297,上海工程技术大学,上海市,上海,上海,,,,理工,本科,公办,,308,,2026/6/15
298,上海立信会计金融学院,上海市,上海,上海,,,,0,本科,公办,,320,,2026/6/15
299,上海电机学院,上海市,上海,上海,,,,0,本科,公办,,1092,,2026/6/15
300,上海政法学院,上海市,上海,上海,,,,0,本科,公办,,1011,,2026/6/15
301,上海第二工业大学,上海市,上海,上海,,,,0,本科,公办,,312,,2026/6/15
302,上海商学院,上海市,上海,上海,,,,0,本科,公办,,1010,,2026/6/15
303,上海科技大学,上海市 中国科学院,上海,上海,,,双一流,理工,本科,公办,,3151,年份=年份,2026/6/15
304,南京大学,教育部,江苏,南京,985,211,双一流,综合,本科,公办,,111,,2026/6/15
305,苏州大学,江苏省,江苏,苏州,,211,双一流,综合,本科,公办,,118,,2026/6/15
306,东南大学,教育部,江苏,南京,985,211,双一流,综合,本科,公办,,109,,2026/6/15
307,南京航空航天大学,工业和信息化部,江苏,南京,,211,双一流,理工,本科,公办,,77,,2026/6/15
308,南京理工大学,工业和信息化部,江苏,南京,,211,双一流,理工,本科,公办,,112,,2026/6/15
309,江苏科技大学,江苏省,江苏,镇江,,,,理工,本科,公办,,161,,2026/6/15
310,中国矿业大学,教育部,江苏,徐州,,211,双一流,理工,本科,公办,,110,,2026/6/15
311,南京工业大学,江苏省,江苏,南京,,,,理工,本科,公办,,171,,2026/6/15
312,常州大学,江苏省,江苏,常州,,,,理工,本科,公办,,156,,2026/6/15
313,南京邮电大学,江苏省,江苏,南京,,,双一流,理工,本科,公办,,160,,2026/6/15
314,河海大学,教育部,江苏,南京,,211,双一流,理工,本科,公办,,116,,2026/6/15
315,江南大学,教育部,江苏,无锡,,211,双一流,综合,本科,公办,,86,,2026/6/15
316,南京林业大学,江苏省,江苏,南京,,,双一流,农林,本科,公办,,169,,2026/6/15
317,江苏大学,江苏省,江苏,镇江,,,,综合,本科,公办,,170,,2026/6/15
318,南京信息工程大学,江苏省,江苏,南京,,,双一流,综合,本科,公办,,166,,2026/6/15
319,南通大学,江苏省,江苏,南通,,,,综合,本科,公办,,787,,2026/6/15
320,盐城工学院,江苏省,江苏,盐城,,,,0,本科,公办,,154,,2026/6/15
321,南京农业大学,教育部,江苏,南京,,211,双一流,农林,本科,公办,,113,,2026/6/15
322,南京医科大学,江苏省,江苏,南京,,,双一流,医药,本科,公办,,168,,2026/6/15
323,徐州医科大学,江苏省,江苏,徐州,,,,医药,本科,公办,,158,年份=年份,2026/6/15
324,南京中医药大学,江苏省,江苏,南京,,,双一流,医药,本科,公办,,162,,2026/6/15
325,中国药科大学,教育部,江苏,南京,,211,双一流,医药,本科,公办,,117,,2026/6/15
326,南京师范大学,江苏省,江苏,南京,,211,双一流,师范,本科,公办,,115,,2026/6/15
327,江苏师范大学,江苏省,江苏,徐州,,,,师范,本科,公办,,167,,2026/6/15
328,淮阴师范学院,江苏省,江苏,淮安,,,,0,本科,公办,,1064,年份=年份,2026/6/15
329,盐城师范学院,江苏省,江苏,盐城,,,,0,本科,公办,,153,,2026/6/15
330,南京财经大学,江苏省,江苏,南京,,,,财经,本科,公办,,164,,2026/6/15
331,江苏警官学院,江苏省,江苏,南京,,,,0,本科,公办,,1118,,2026/6/15
332,南京体育学院,江苏省,江苏,南京,,,,0,本科,公办,,182,,2026/6/15
333,南京艺术学院,江苏省,江苏,南京,,,,艺术,本科,公办,,149,,2026/6/15
334,苏州科技大学,江苏省,江苏,苏州,,,,理工,本科,公办,,163,,2026/6/15
335,苏州工学院,江苏省,江苏,苏州,,,,,本科,公办,,1182,,2026/6/15
336,南京工业职业技术大学,江苏省,江苏,南京,,,,0,本科,公办,,1065,,2026/6/15
337,淮安大学,,江苏,淮安,,,,,本科,公办,,152,,2026/6/15
338,常州工学院,江苏省,江苏,常州,,,,0,本科,公办,,148,,2026/6/15
339,扬州大学,江苏省,江苏,扬州,,,,综合,本科,公办,,173,,2026/6/15
340,南京工程学院,江苏省,江苏,南京,,,,理工,本科,公办,,146,,2026/6/15
341,南京审计大学,江苏省,江苏,南京,,,,财经,本科,公办,,151,,2026/6/15
342,南京晓庄学院,江苏省,江苏,南京,,,,0,本科,公办,,147,,2026/6/15
343,江苏理工学院,江苏省,江苏,常州,,,,0,本科,公办,,150,,2026/6/15
344,江苏海洋大学,江苏省,江苏,连云港,,,,0,本科,公办,,3483,,2026/6/15
345,徐州工程学院,江苏省,江苏,徐州,,,,0,本科,公办,,1049,,2026/6/15
346,南京特殊教育师范学院,江苏省,江苏,南京,,,,0,本科,公办,,1140,,2026/6/15
347,南京警察学院,公安部,江苏,南京,,,,0,本科,公办,,1139,,2026/6/15
348,泰州学院,江苏省,江苏,泰州,,,,0,本科,公办,,3094,年份=年份,2026/6/15
349,金陵科技学院,江苏省,江苏,南京,,,,0,本科,公办,,1048,,2026/6/15
350,无锡学院,江苏省,江苏,无锡,,,,0,本科,公办,,1403,,2026/6/15
351,苏州城市学院,江苏省,江苏,苏州,,,,0,本科,公办,,2548,,2026/6/15
352,宿迁学院,江苏省,江苏,宿迁,,,,0,本科,公办,,1170,,2026/6/15
353,江苏第二师范学院,江苏省,江苏,南京,,,,0,本科,公办,,3149,年份=年份,2026/6/15
354,无锡职业技术大学,江苏省,江苏,无锡,,,,,本科,公办,,1435,,2026/6/15
355,江苏建筑职业技术大学,,江苏,徐州,,,,,本科,公办,,1116,,2026/6/15
356,苏州职业技术大学,江苏省,江苏,苏州,,,,,本科,公办,,1181,,2026/6/15
357,扬州职业技术大学,江苏省,江苏,扬州,,,,,本科,公办,,2538,年份=年份,2026/6/15
358,连云港师范学院,江苏省,江苏,连云港,,,,,本科,公办,,1542,,2026/6/15
359,浙江大学,教育部,浙江,杭州,985,211,双一流,综合,本科,公办,,114,,2026/6/15
360,杭州电子科技大学,浙江省,浙江,杭州,,,,理工,本科,公办,,159,,2026/6/15
361,浙江工业大学,浙江省,浙江,杭州,,,,理工,本科,公办,,242,,2026/6/15
362,浙江理工大学,浙江省,浙江,杭州,,,,理工,本科,公办,,243,,2026/6/15
363,浙江海洋大学,浙江省,浙江,舟山,,,,农林,本科,公办,,248,,2026/6/15
364,浙江农林大学,浙江省,浙江,杭州,,,,农林,本科,公办,,249,,2026/6/15
365,温州医科大学,浙江省,浙江,温州,,,,医药,本科,公办,,251,,2026/6/15
366,浙江中医药大学,浙江省,浙江,杭州,,,,医药,本科,公办,,250,,2026/6/15
367,浙江师范大学,浙江省,浙江,金华,,,,师范,本科,公办,,241,,2026/6/15
368,杭州师范大学,浙江省,浙江,杭州,,,,师范,本科,公办,,252,,2026/6/15
369,湖州师范大学,,浙江,湖州,,,,,本科,公办,,253,,2026/6/15
370,绍兴大学,,浙江,绍兴,,,,,本科,公办,,255,,2026/6/15
371,台州学院,浙江省,浙江,台州,,,,0,本科,公办,,254,年份=年份,2026/6/15
372,温州大学,浙江省,浙江,温州,,,,综合,本科,公办,,256,,2026/6/15
373,丽水学院,浙江省,浙江,丽水,,,,0,本科,公办,,1255,,2026/6/15
374,浙江工商大学,浙江省,浙江,杭州,,,,财经,本科,公办,,257,,2026/6/15
375,嘉兴大学,浙江省,浙江,嘉兴,,,,0,本科,公办,,244,,2026/6/15
376,中国美术学院,浙江省,浙江,杭州,,,双一流,艺术,本科,公办,,259,,2026/6/15
377,中国计量大学,浙江省,浙江,杭州,,,,理工,本科,公办,,247,,2026/6/15
378,浙江万里学院,浙江省,浙江,宁波,,,,0,本科,公办,,260,,2026/6/15
379,浙江科技大学,浙江省,浙江,杭州,,,,0,本科,公办,,246,,2026/6/15
380,宁波工程学院,浙江省,浙江,宁波,,,,0,本科,公办,,1189,,2026/6/15
381,浙江水利水电学院,浙江省,浙江,杭州,,,,0,本科,公办,,1364,年份=年份,2026/6/15
382,浙江财经大学,浙江省,浙江,杭州,,,,财经,本科,公办,,258,,2026/6/15
383,浙江警察学院,浙江省,浙江,杭州,,,,0,本科,公办,,1763,年份=年份,2026/6/15
384,衢州学院,浙江省,浙江,衢州,,,,0,本科,公办,,2604,,2026/6/15
385,宁波大学,浙江省,浙江,宁波,,,双一流,综合,本科,公办,,240,,2026/6/15
386,浙江传媒学院,浙江省,浙江,杭州,,,,0,本科,公办,,1066,,2026/6/15
387,浙大城市学院,浙江省,浙江,杭州,,,,0,本科,公办,,2379,,2026/6/15
388,浙大宁波理工学院,浙江省,浙江,宁波,,,,0,本科,公办,,2380,,2026/6/15
389,杭州医学院,浙江省,浙江,杭州,,,,0,本科,公办,,1766,,2026/6/15
390,湖州学院,浙江省,浙江,湖州,,,,0,本科,公办,,2391,年份=年份,2026/6/15
391,绍兴理工学院,浙江省,浙江,绍兴,,,,,本科,公办,,2392,年份=年份,2026/6/15
392,温州理工学院,浙江省,浙江,温州,,,,0,本科,公办,,2393,,2026/6/15
393,嘉兴南湖学院,浙江省,浙江,嘉兴,,,,0,本科,公办,,2397,,2026/6/15
394,浙江外国语学院,浙江省,浙江,杭州,,,,0,本科,公办,,2640,年份=年份,2026/6/15
395,浙江音乐学院,浙江省,浙江,杭州,,,,0,本科,公办,,3266,省份=,2026/6/15
396,浙江药科职业大学,浙江省,浙江,宁波,,,,0,本科,公办,,1765,年份=年份,2026/6/15
397,宁波职业技术大学,浙江省,浙江,宁波,,,,,本科,公办,,1767,年份=年份,2026/6/15
398,金华职业技术大学,浙江省,浙江,金华,,,,0,本科,公办,,1770,年份=年份,2026/6/15
399,浙江机电职业技术大学,浙江省,浙江,杭州,,,,0,本科,公办,,1355,年份=年份,2026/6/15
400,杭州职业技术大学,浙江省,浙江,杭州,,,,,本科,公办,,1780,,2026/6/15
401,安徽大学,安徽省,安徽,合肥,,211,双一流,综合,本科,公办,,67,,2026/6/15
402,中国科学技术大学,中国科学院,安徽,合肥,985,211,双一流,理工,本科,公办,,66,,2026/6/15
403,合肥工业大学,教育部,安徽,合肥,,211,双一流,理工,本科,公办,,63,,2026/6/15
404,安徽工业大学,安徽省,安徽,马鞍山,,,,理工,本科,公办,,69,,2026/6/15
405,安徽理工大学,安徽省,安徽,淮南,,,,理工,本科,公办,,68,,2026/6/15
406,安徽工程大学,安徽省,安徽,芜湖,,,,理工,本科,公办,,316,,2026/6/15
407,安徽农业大学,安徽省,安徽,合肥,,,,农林,本科,公办,,70,,2026/6/15
408,安徽医科大学,安徽省,安徽,合肥,,,,医药,本科,公办,,72,,2026/6/15
409,蚌埠医科大学,安徽省,安徽,蚌埠,,,,医药,本科,公办,,1022,年份=年份,2026/6/15
410,皖南医科大学,,安徽,芜湖,,,,,本科,公办,,325,,2026/6/15
411,安徽中医药大学,安徽省,安徽,合肥,,,,医药,本科,公办,,1196,,2026/6/15
412,安徽师范大学,安徽省,安徽,芜湖,,,,师范,本科,公办,,314,,2026/6/15
413,阜阳师范大学,安徽省,安徽,阜阳,,,,0,本科,公办,,1023,年份=年份,2026/6/15
414,安庆师范大学,安徽省,安徽,安庆,,,,0,本科,公办,,1024,,2026/6/15
415,淮北师范大学,安徽省,安徽,淮北,,,,0,本科,公办,,328,,2026/6/15
416,黄山学院,安徽省,安徽,黄山,,,,0,本科,公办,,341,年份=年份,2026/6/15
417,皖西学院,安徽省,安徽,六安,,,,0,本科,公办,,337,年份=年份,2026/6/15
418,滁州学院,安徽省,安徽,滁州,,,,0,本科,公办,,1247,科类=历史类,2026/6/15
419,安徽财经大学,安徽省,安徽,蚌埠,,,,财经,本科,公办,,335,无专业数据,2026/6/15
420,宿州学院,安徽省,安徽,宿州,,,,0,本科,公办,,1180,年份=年份,2026/6/15
421,巢湖学院,安徽省,安徽,合肥,,,,0,本科,公办,,339,年份=年份,2026/6/15
422,淮南师范学院,安徽省,安徽,淮南,,,,0,本科,公办,,333,年份=年份,2026/6/15
423,铜陵学院,安徽省,安徽,铜陵,,,,0,本科,公办,,340,无专业数据,2026/6/15
424,安徽建筑大学,安徽省,安徽,合肥,,,,理工,本科,公办,,322,无专业数据,2026/6/15
425,安徽科技工程大学,,安徽,滁州,,,,,本科,公办,,331,年份=年份,2026/6/15
426,合肥大学,安徽省,安徽,合肥,,,,0,本科,公办,,338,无专业数据,2026/6/15
427,蚌埠学院,安徽省,安徽,蚌埠,,,,0,本科,公办,,1799,年份=年份,2026/6/15
428,池州学院,安徽省,安徽,池州,,,,0,本科,公办,,1800,年份=年份,2026/6/15
429,亳州学院,安徽省,安徽,亳州,,,,0,本科,公办,,1519,年份=年份,2026/6/15
430,合肥理工学院,安徽省,安徽,合肥,,,,0,本科,公办,,2405,年份=年份,2026/6/15
431,合肥师范学院,安徽省,安徽,合肥,,,,0,本科,公办,,1801,科类=历史类,2026/6/15
432,安徽艺术学院,安徽省,安徽,合肥,,,,0,本科,公办,,3461,年份=年份,2026/6/15
433,安徽职业技术大学,安徽省,安徽,合肥,,,,,本科,公办,,1805,年份=年份,2026/6/15
434,芜湖职业技术大学,安徽省,安徽,芜湖,,,,,本科,公办,,1807,年份=年份,2026/6/15
435,安徽第二医学院,安徽省,安徽,合肥,,,,,本科,公办,,1429,批次=专科批,2026/6/15
436,厦门大学,教育部,福建,厦门,985,211,双一流,综合,本科,公办,,102,无专业数据,2026/6/15
437,华侨大学,中央统战部,福建,泉州,,,,综合,本科,公办,,465,无专业数据,2026/6/15
438,福州大学,福建省,福建,福州,,211,双一流,理工,本科,公办,,103,无专业数据,2026/6/15
439,福建理工大学,福建省,福建,福州,,,,0,本科,公办,,474,无专业数据,2026/6/15
440,福建农林大学,福建省,福建,福州,,,,农林,本科,公办,,468,无专业数据,2026/6/15
441,集美大学,福建省,福建,厦门,,,,综合,本科,公办,,471,无专业数据,2026/6/15
442,福建医科大学,福建省,福建,福州,,,,医药,本科,公办,,1020,无专业数据,2026/6/15
443,福建中医药大学,福建省,福建,福州,,,,医药,本科,公办,,1021,无专业数据,2026/6/15
444,福建师范大学,福建省,福建,福州,,,,师范,本科,公办,,473,无专业数据,2026/6/15
445,闽江大学,,福建,福州,,,,,本科,公办,,477,无专业数据,2026/6/15
446,武夷学院,福建省,福建,南平,,,,0,本科,公办,,1858,无专业数据,2026/6/15
447,宁德师范学院,福建省,福建,宁德,,,,0,本科,公办,,1860,无专业数据,2026/6/15
448,泉州师范学院,福建省,福建,泉州,,,,0,本科,公办,,475,无专业数据,2026/6/15
449,闽南师范大学,福建省,福建,漳州,,,,0,本科,公办,,476,无专业数据,2026/6/15
450,厦门理工学院,福建省,福建,厦门,,,,0,本科,公办,,1061,无专业数据,2026/6/15
451,三明学院,福建省,福建,三明,,,,0,本科,公办,,1261,无专业数据,2026/6/15
452,龙岩学院,福建省,福建,龙岩,,,,0,本科,公办,,1250,年份=年份,2026/6/15
453,福建商学院,福建省,福建,福州,,,,0,本科,公办,,1861,年份=年份,2026/6/15
454,福建警察学院,福建省,福建,福州,,,,0,本科,公办,,1859,年份=年份,2026/6/15
455,莆田学院,福建省,福建,莆田,,,,0,本科,公办,,478,年份=年份,2026/6/15
456,厦门医学院,福建省,福建,厦门,,,,0,本科,公办,,1862,无专业数据,2026/6/15
457,福建江夏学院,福建省,福建,福州,,,,0,本科,公办,,2606,无专业数据,2026/6/15
458,福建技术师范学院,福建省,福建,福州,,,,0,本科,公办,,3463,年份=年份,2026/6/15
459,黎明职业大学,福建省,福建,泉州,,,,综合,本科,公办,,1506,批次=专科批,2026/6/15
460,南昌大学,江西省,江西,南昌,,211,双一流,综合,本科,公办,,108,无专业数据,2026/6/15
461,华东交通大学,江西省,江西,南昌,,,,理工,本科,公办,,157,无专业数据,2026/6/15
462,东华理工大学,江西省,江西,抚州,,,,理工,本科,公办,,176,无专业数据,2026/6/15
463,南昌航空大学,江西省,江西,南昌,,,,理工,本科,公办,,177,无专业数据,2026/6/15
464,江西理工大学,江西省,江西,赣州,,,,理工,本科,公办,,165,无专业数据,2026/6/15
465,景德镇陶瓷大学,江西省,江西,景德镇,,,,理工,本科,公办,,183,无专业数据,2026/6/15
466,江西农业大学,江西省,江西,南昌,,,,农林,本科,公办,,172,无专业数据,2026/6/15
467,江西中医药大学,江西省,江西,南昌,,,,医药,本科,公办,,185,无专业数据,2026/6/15
468,赣南医科大学,江西省,江西,赣州,,,,0,本科,公办,,195,无专业数据,2026/6/15
469,江西师范大学,江西省,江西,南昌,,,,师范,本科,公办,,174,无专业数据,2026/6/15
470,上饶师范学院,江西省,江西,上饶,,,,0,本科,公办,,186,无专业数据,2026/6/15
471,宜春学院,江西省,江西,宜春,,,,0,本科,公办,,192,无专业数据,2026/6/15
472,赣南师范大学,江西省,江西,赣州,,,,0,本科,公办,,189,无专业数据,2026/6/15
473,井冈山大学,江西省,江西,吉安,,,,0,本科,公办,,197,无专业数据,2026/6/15
474,江西财经大学,江西省,江西,南昌,,,,财经,本科,公办,,175,无专业数据,2026/6/15
475,景德镇学院,江西省,江西,景德镇,,,,0,本科,公办,,889,年份=2023,2026/6/15
476,萍乡学院,江西省,江西,萍乡,,,,0,本科,公办,,888,无专业数据,2026/6/15
477,江西科技师范大学,江西省,江西,南昌,,,,0,本科,公办,,190,无专业数据,2026/6/15
